[frequency (THz)]	[signal]	[dc signal]	[interferogram phase (rad)]	[linear phase (rad)]
677.196	55.317	45.130	1022.627	1006.718
677.134	56.290	45.013	1023.103	1007.208
677.072	31.082	44.889	1023.573	1007.699
677.010	25.264	44.762	1024.037	1008.190
676.948	45.687	44.637	1024.493	1008.681
676.886	19.954	44.520	1024.943	1009.171
676.824	45.807	44.418	1025.387	1009.663
676.762	-20.895	44.339	1025.825	1010.153
676.700	78.223	44.292	1026.258	1010.644
676.638	43.848	44.285	1026.687	1011.135
676.576	6.900	44.326	1027.112	1011.626
